Gene_name,Gene_ID,New_Gene_ID,p,padj,loglik_full,loglik_red,mean,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isMonotonous
 FER ,FBgn0000723,FBgn0000723,0.000623332,0.057997281,-132.7233705,-143.5239656,313.406093,0.891298295,0.98201601,8.82E-05,0.01343696,FALSE
 RpI12 ,FBgn0038903,FBgn0038903,0.000626478,0.057997281,-117.6508496,-128.4456803,71.83889244,0.254051054,0.949736616,0.000293742,0.031278561,FALSE
 nudC ,FBgn0021768,FBgn0021768,0.000660331,0.059667007,-153.3073115,-164.0418556,805.8198787,0.38013194,0.949736616,0.000211927,0.025180985,FALSE
 CDase ,FBgn0039774,FBgn0039774,0.000658495,0.059667007,-167.9774469,-178.7151817,1432.337908,0.048080455,0.949736616,0.001500804,0.115461359,FALSE
 CG31546 ,FBgn0051546,FBgn0051546,0.000651537,0.059667007,-73.80197899,-84.55188504,7.680848997,4.25E-05,0.058361199,0.712624203,0.999999999,FALSE
 CR41613 ,FBgn0085822,FBgn0085822,0.000658976,0.059667007,-83.44110997,-94.17800773,3.428125871,0.000185972,0.178730303,0.231420502,0.999999999,FALSE
 cbt ,FBgn0043364,FBgn0043364,0.000682532,0.061305998,-146.6557369,-157.3523763,471.016448,0.008867727,0.949736616,0.007582379,0.356442675,FALSE
 bchs ,FBgn0043362,FBgn0043362,0.000699064,0.062419424,-129.4128769,-140.0820714,368.1100098,0.084303457,0.949736616,0.000942421,0.080801924,FALSE
 REPTOR ,FBgn0039209,FBgn0039209,0.000707336,0.062786493,-170.9617589,-181.6174611,1186.681965,0.006959511,0.949736616,0.009856617,0.419358604,FALSE
 Hlc ,FBgn0001565,FBgn0001565,0.000740224,0.065321543,-143.5017824,-154.1053351,977.2261491,0.17885491,0.949736616,0.000491822,0.047574361,FALSE
 CG13218 ,FBgn0033584,FBgn0033587,0.000761278,0.066644538,-129.4224902,-139.9938443,224.3291039,0.007769187,0.949736616,0.009625071,0.415130654,FALSE
 mgr ,FBgn0264694,FBgn0264694,0.000764049,0.066644538,-148.4453762,-159.0125573,694.8065759,0.422675005,0.949736616,0.000224675,0.026079638,FALSE
 Fpgs ,FBgn0030406,FBgn0030407,0.000814852,0.069864328,-122.8282123,-133.3214318,230.3737282,0.039099892,0.949736616,0.002294435,0.156665238,FALSE
 CG11563 ,FBgn0039868,FBgn0039868,0.000813494,0.069864328,-137.248085,-147.7432226,230.513521,0.01369499,0.949736616,0.006106198,0.304497224,FALSE
 wcd ,FBgn0262560,FBgn0262560,0.000813108,0.069864328,-132.7380078,-143.2336909,249.3991985,0.14127695,0.949736616,0.000681337,0.062311321,FALSE
 fax ,FBgn0014163,FBgn0014163,0.000828175,0.070605445,-218.6081134,-229.0826886,8779.730579,0.74017903,0.949736616,0.000143801,0.018234983,FALSE
 RpL17 ,FBgn0029896,FBgn0029897,0.00084659,0.071436386,-162.2525734,-172.7018599,826.9433302,1,1,5.89E-06,0.001480675,FALSE
 CR40679 ,FBgn0085766,FBgn0085766,0.00084739,0.071436386,-42.57259587,-53.02079574,0.787549285,0.000479621,0.314672887,0.132127151,0.999999999,FALSE
 CG31705 ,FBgn0028490,FBgn0028490,0.000855135,0.071688844,-161.9480843,-172.3858185,1595.141252,0.028163457,0.949736616,0.003287428,0.200193966,FALSE
 mms4 ,FBgn0033548,FBgn0033549,0.000898015,0.074561841,-146.3022605,-156.6836931,327.6282972,0.287974231,0.949736616,0.000386331,0.039658108,FALSE
 CG3776 ,FBgn0035087,FBgn0035088,0.000899288,0.074561841,-186.7109765,-197.0907784,2298.689159,0.00142902,0.582808557,0.053633042,0.999999999,FALSE
 AdSL ,FBgn0038467,FBgn0038467,0.000905577,0.074672953,-138.0776214,-148.4494008,484.5929182,0.013763883,0.949736616,0.00681614,0.325492239,FALSE
 glo ,FBgn0259139,FBgn0259139,0.00091134,0.074739791,-150.0937855,-160.4582604,1079.510627,0.43750425,0.949736616,0.000263731,0.029699274,FALSE
 prage ,FBgn0261548,FBgn0283741,0.000928654,0.075748055,-116.0065302,-126.3493323,119.4823533,0.001308217,0.56402857,0.059985442,0.999999999,FALSE
 RpI135 ,FBgn0003278,FBgn0003278,0.00094387,0.076165758,-160.8771361,-171.2012177,591.3368329,0.221813003,0.949736616,0.000522725,0.049923506,FALSE
 CTPsyn ,FBgn0266452,FBgn0266452,0.000941791,0.076165758,-149.9695728,-160.2961945,552.2440688,0.0635316,0.949736616,0.001700188,0.126383451,FALSE
 Tango2 ,FBgn0030502,FBgn0030503,0.001002754,0.080486988,-143.7713249,-154.0256568,621.8076507,1,1,8.20E-05,0.012621015,FALSE
 l(2)k01209 ,FBgn0022029,FBgn0022029,0.001071382,0.084203959,-146.2128161,-156.3907731,1028.962541,0.043221784,0.949736616,0.002807331,0.181246601,FALSE
 d4 ,FBgn0033010,FBgn0033015,0.001068947,0.084203959,-126.1082531,-136.2888367,250.4425731,0.075338757,0.949736616,0.00166155,0.124740241,FALSE
 Suv3 ,FBgn0037232,FBgn0037232,0.001059707,0.084203959,-116.8746338,-127.0652382,149.1150029,0.016420144,0.949736616,0.00684605,0.325889267,FALSE
 CG32281 ,FBgn0052281,FBgn0052281,0.00106526,0.084203959,-127.9912684,-138.1758397,242.1657086,0.525683731,0.949736616,0.000262801,0.029699274,FALSE
 CG8064 ,FBgn0038597,FBgn0038597,0.001090763,0.085282935,-150.0979282,-160.2551887,413.9768212,0.757454189,0.949736616,0.00019043,0.023553996,FALSE
 eIF3d1 ,FBgn0040227,FBgn0040227,0.00110149,0.085677765,-162.7341685,-172.8801279,1973.752769,0.059113579,0.949736616,0.002156355,0.147906348,FALSE
 eIF3j ,FBgn0027619,FBgn0027619,0.001109958,0.085893669,-174.4200436,-184.5571586,1628.642361,0.19296204,0.949736616,0.000712216,0.064743054,FALSE
 CG11141 ,FBgn0033174,FBgn0033177,0.001189951,0.091614071,-121.857004,-131.9137012,159.1986835,0.010725343,0.949736616,0.011495072,0.473936175,FALSE
 CG43968 ,FBgn0264699,FBgn0264699,0.00121927,0.093394852,-156.0556822,-166.0842302,517.9670685,0.011387877,0.949736616,0.011162761,0.46532061,FALSE
 AsnS ,FBgn0041607,FBgn0270926,0.001234617,0.094092756,-154.341779,-164.3558574,532.9092524,0.789056764,0.949736616,0.000209946,0.0251435,FALSE
 7SLRNA:CR42652 ,FBgn0261504,FBgn0261504,0.001242087,0.094186414,-56.20111089,-66.20820949,0.655872483,0.000807471,0.46864383,0.123299439,0.999999999,FALSE
 CG8478 ,FBgn0037746,FBgn0037746,0.001271412,0.095928062,-132.2647641,-142.2448575,339.711062,1,1,0.000127376,0.016713972,FALSE
 CG10336 ,FBgn0032694,FBgn0032698,0.001303969,0.097895017,-149.2807339,-159.2315543,677.7454135,1,1,8.92E-05,0.013462821,FALSE
 Rrp6 ,FBgn0038269,FBgn0038269,0.001365293,0.101991434,-154.0630147,-163.9605985,435.3065383,0.055711053,0.949736616,0.002878036,0.182477161,FALSE
 snoRNA:Psi18S-1086 ,FBgn0083058,FBgn0083058,0.001439088,0.106974559,-55.89555086,-65.73210427,1.265512935,0.001151579,0.526585727,0.105000285,0.999999999,FALSE
 sPLA2 ,FBgn0033169,FBgn0033170,0.001559426,0.115345502,-134.8142137,-144.5575535,330.0169238,0.630463476,0.949736616,0.00033642,0.035010881,FALSE
 28SrRNA-Psi:CR45855 ,FBgn0267515,FBgn0267515,0.001566987,0.115345502,-45.26852563,-55.00624763,0.578850145,0.000225463,0.189013364,0.443510721,0.999999999,FALSE
 28SrRNA-Psi:CR45860 ,FBgn0267520,FBgn0267520,0.001673631,0.122597498,-157.5393419,-167.2005397,59.40801511,0.000277292,0.210222916,0.400730674,0.999999999,FALSE
 CG17486 ,FBgn0032988,FBgn0032997,0.001729518,0.126079364,-169.4110144,-179.0340016,1894.102943,1,1,0.000199509,0.024278998,FALSE
 Ada2b ,FBgn0037555,FBgn0037555,0.001794413,0.13014916,-132.8541217,-142.434233,278.0742214,0.032484975,0.949736616,0.006404376,0.3127574,FALSE
 CG6937 ,FBgn0038989,FBgn0038989,0.001802596,0.13014916,-182.0497694,-191.6245829,1011.946452,0.245771109,0.949736616,0.000964414,0.082220344,FALSE
 SmD3 ,FBgn0023167,FBgn0023167,0.001846049,0.132651828,-142.1178346,-151.6649045,539.44512,0.157007488,0.949736616,0.001511087,0.115461359,FALSE
 CG13743 ,FBgn0033367,FBgn0033368,0.001959657,0.140147964,-93.38331706,-102.8607756,35.32975608,0.060398203,0.949736616,0.003953712,0.228588167,FALSE
 Pus1 ,FBgn0038811,FBgn0038811,0.002082136,0.148204861,-136.8815352,-146.2882513,253.8058092,0.272790339,0.949736616,0.001024343,0.084930377,FALSE
 Naxe ,FBgn0030177,FBgn0030178,0.002110599,0.148826821,-168.2810747,-177.6719363,986.5372211,0.153561463,0.949736616,0.001787474,0.130936833,FALSE
 CG7914 ,FBgn0030994,FBgn0030995,0.002107325,0.148826821,-110.4813808,-119.8740553,81.25332605,0.050403561,0.949736616,0.005066127,0.271091682,FALSE
 pkaap ,FBgn0040079,FBgn0040079,0.002143882,0.150470567,-134.760309,-144.1328957,301.6727349,0.111413334,0.949736616,0.002458346,0.16560913,FALSE
 asRNA:CR45871 ,FBgn0267531,FBgn0267531,0.002181797,0.152422762,-137.2417269,-146.593831,450.3937523,0.009627392,0.949736616,0.024220751,0.753589955,FALSE
 ras ,FBgn0003204,FBgn0003204,0.002255241,0.156108193,-146.1601035,-155.4735066,499.1215414,0.358036511,0.949736616,0.00086519,0.075905363,FALSE
 CG10505 ,FBgn0034611,FBgn0034612,0.002246574,0.156108193,-136.9265303,-146.2444354,442.1100554,0.298870617,0.949736616,0.001021929,0.084930377,FALSE
 Orcokinin ,FBgn0034933,FBgn0034935,0.002283631,0.157351564,-139.9976124,-149.296386,322.9437704,0.04899726,0.949736616,0.005676804,0.292365078,FALSE
 Dyrk2 ,FBgn0016930,FBgn0016930,0.002367004,0.162354977,-113.2752786,-122.5320985,82.84093978,0.033968946,0.949736616,0.008294269,0.378128446,FALSE
 CG11837 ,FBgn0039627,FBgn0039627,0.002417956,0.164613962,-132.2589478,-141.4908366,220.222123,0.028962605,0.949736616,0.009837653,0.419358604,FALSE
 Ect4 ,FBgn0262579,FBgn0262579,0.002421756,0.164613962,-206.0033395,-215.2333893,3306.656911,0.403223433,0.949736616,0.000836616,0.07470135,FALSE
 CG12075 ,FBgn0030063,FBgn0030065,0.002455922,0.164710533,-123.4595305,-132.6731744,184.7845268,0.984937738,1,0.000364248,0.037647281,FALSE
 CG6983 ,FBgn0035890,FBgn0035896,0.002450543,0.164710533,-114.4076964,-123.6239083,123.1816066,0.136079091,0.949736616,0.00235974,0.160398511,FALSE
 PPO3 ,FBgn0261363,FBgn0261363,0.002445182,0.164710533,-120.3356637,-129.5544409,190.3290057,0.431468768,0.949736616,0.000793113,0.071238566,FALSE
 CG14043 ,FBgn0031657,FBgn0031659,0.00249113,0.165742346,-148.2889695,-157.4859401,254.5630965,0.0902664,0.949736616,0.003529796,0.209703222,FALSE
 dmpd ,FBgn0033485,FBgn0033486,0.002493275,0.165742346,-167.8680784,-177.0640407,731.5653126,0.063390588,0.949736616,0.00491477,0.265820346,FALSE
 CG18609 ,FBgn0034380,FBgn0034382,0.002585754,0.17106589,-116.3152933,-125.468572,128.0144162,0.004549747,0.949736616,0.057016483,0.999999999,FALSE
 l(2)k09022 ,FBgn0086451,FBgn0086451,0.00259603,0.17106589,-166.3913197,-175.5399481,874.6007741,0.034485108,0.949736616,0.00904122,0.401270605,FALSE
 l(2)34Fd ,FBgn0261535,FBgn0261535,0.002640548,0.173242911,-137.6704277,-146.7991166,225.9747309,0.117604855,0.949736616,0.002937277,0.185454026,FALSE
 Hsc70Cb ,FBgn0026418,FBgn0026418,0.002700112,0.174272683,-177.8731754,-186.9756953,2638.34022,0.827580266,0.957365469,0.000477607,0.046799241,FALSE
 CG1801 ,FBgn0031170,FBgn0031171,0.002702439,0.174272683,-148.9021184,-158.0036272,636.6176387,0.415967331,0.949736616,0.000917369,0.079416974,FALSE
 Fs(2)Ket ,FBgn0262743,FBgn0262743,0.002695087,0.174272683,-172.4838075,-181.5885129,1520.784882,0.305358026,0.949736616,0.001224736,0.097784471,FALSE
 lncRNA:CR44953 ,FBgn0266258,FBgn0266258,0.002679574,0.174272683,-145.2629193,-154.3743979,227.1012727,0.363754578,0.949736616,0.001031589,0.085063835,FALSE
 dod ,FBgn0015379,FBgn0015379,0.002733705,0.174794948,-156.4517569,-165.5397661,680.137846,0.767179275,0.949736616,0.000520343,0.049923506,FALSE
 Rnb ,FBgn0039696,FBgn0039696,0.002727013,0.174794948,-134.4156949,-143.5065807,301.6100517,1,1,0.000294338,0.031278561,FALSE
 CG3309 ,FBgn0029755,FBgn0029756,0.002821667,0.178183226,-139.6576557,-148.708482,276.924432,0.189666267,0.949736616,0.002017792,0.142282628,FALSE
 CG4768 ,FBgn0030789,FBgn0030790,0.002807312,0.178183226,-132.6375627,-141.6943789,257.9494125,0.336745645,0.949736616,0.001168335,0.094279015,FALSE
 CG8664 ,FBgn0030834,FBgn0030836,0.00282212,0.178183226,-119.5136714,-128.5643091,150.9287055,0.847609655,0.962286024,0.000490456,0.047574361,FALSE
 HP1b ,FBgn0030081,FBgn0030082,0.002835503,0.178282227,-120.3792854,-129.4243667,206.1278154,0.018741099,0.949736616,0.017444048,0.625251014,FALSE
 BubR1 ,FBgn0263855,FBgn0263855,0.002912887,0.182387846,-147.8284893,-156.8419362,647.4582319,0.272078087,0.949736616,0.001488235,0.115166504,FALSE
 GAPcenA ,FBgn0035878,FBgn0035879,0.003224517,0.201065976,-153.3238316,-162.2177075,511.882264,0.092885721,0.949736616,0.004561564,0.25437782,FALSE
 Nup205 ,FBgn0031077,FBgn0031078,0.003324407,0.206441583,-143.9676344,-152.8255701,534.3575869,0.004132555,0.949736616,0.08072897,0.999999999,FALSE
 SMC3 ,FBgn0015615,FBgn0015615,0.003352373,0.206955175,-139.4547649,-148.3028279,556.2448978,0.048207128,0.949736616,0.008757712,0.392147987,FALSE
 l(1)G0020 ,FBgn0027330,FBgn0027330,0.003360107,0.206955175,-162.4704934,-171.3158404,596.3136625,1,1,0.000424866,0.042458436,FALSE
 eIF5B ,FBgn0026259,FBgn0026259,0.0034198,0.209775546,-164.9914282,-173.8160153,1224.025546,0.127159059,0.949736616,0.003629251,0.213927314,FALSE
 RpIIIC53 ,FBgn0036775,FBgn0036775,0.003473278,0.212193353,-125.0606857,-133.8669736,248.2613524,0.11645568,0.949736616,0.004008083,0.230847243,FALSE
 HDAC1 ,FBgn0015805,FBgn0015805,0.003519767,0.214166497,-156.4212369,-165.2118392,1407.29831,0.109557223,0.949736616,0.004305904,0.242448105,FALSE
 CG7182 ,FBgn0035877,FBgn0035878,0.003579088,0.216901369,-100.6218226,-109.3927021,50.56122784,0.071929646,0.949736616,0.006490191,0.314909899,FALSE
 SAK ,FBgn0026371,FBgn0026371,0.00360125,0.217371422,-136.202915,-144.9665084,444.8157116,0.996694807,1,0.000552229,0.052409671,FALSE
 CG13871 ,FBgn0034501,FBgn0034502,0.003670482,0.220027348,-162.3306649,-171.0717755,830.2370597,1,1,0.000286563,0.031075713,FALSE
 CG42553 ,FBgn0260755,FBgn0260755,0.003674413,0.220027348,-147.0731351,-155.8129816,411.6634202,0.594716463,0.949736616,0.000921005,0.079416974,FALSE
 r ,FBgn0003189,FBgn0003189,0.003761433,0.224347947,-159.7034941,-168.4156911,989.5092909,0.006531987,0.949736616,0.061203979,0.999999999,FALSE
 CG9630 ,FBgn0037561,FBgn0037561,0.003811482,0.226438063,-129.2971117,-137.9936884,191.6315033,0.084082561,0.949736616,0.006014835,0.302913104,FALSE
 CG6126 ,FBgn0038407,FBgn0038407,0.003891727,0.230298691,-131.1673588,-139.8393049,249.1683802,1,1,0.000453791,0.044756209,FALSE
 CG16953 ,FBgn0038809,FBgn0038809,0.003929387,0.231618929,-140.513693,-149.1742507,573.3358232,0.219007859,0.949736616,0.002543209,0.169061762,FALSE
 CG5973 ,FBgn0031913,FBgn0031914,0.004049444,0.237766963,-138.2439299,-146.8688809,215.8355547,0.502603333,0.949736616,0.001203469,0.096597632,FALSE
 CG40439 ,FBgn0058439,FBgn0058439,0.004074399,0.238304988,-120.6592737,-129.276953,120.9015137,0.176966805,0.949736616,0.003232858,0.199122396,FALSE
 Top1 ,FBgn0004924,FBgn0004924,0.004194325,0.244372068,-173.7267603,-182.3100918,1800.686767,0.246177468,0.949736616,0.002450169,0.16560913,FALSE
 CG13124 ,FBgn0032154,FBgn0032156,0.004227167,0.245338295,-125.3943289,-133.9684214,172.1654259,0.085595765,0.949736616,0.00662941,0.319609573,FALSE
 Smyd5 ,FBgn0038869,FBgn0038869,0.004332126,0.250466601,-143.879195,-152.4242247,500.9985614,0.408966234,0.949736616,0.001576076,0.119512488,FALSE
 Uhg1 ,FBgn0045800,FBgn0045800,0.004455643,0.256624624,-139.7646618,-148.2763587,309.6882828,0.225615422,0.949736616,0.002843806,0.18171097,FALSE
 hoip ,FBgn0015393,FBgn0286786,0.004774727,0.272919083,-185.3084722,-193.7380693,1052.975047,0.053653979,0.949736616,0.011678413,0.478878413,FALSE
 CG5498 ,FBgn0027565,FBgn0027565,0.004769577,0.272919083,-124.1789129,-132.6097921,229.2734593,0.213307975,0.949736616,0.003232935,0.199122396,FALSE
 hog ,FBgn0266710,FBgn0266710,0.004909174,0.279545013,-111.4265628,-119.823161,71.3849457,0.020314492,0.949736616,0.029286169,0.840167856,FALSE
 Aef1 ,FBgn0005694,FBgn0005694,0.004957138,0.280594789,-144.383848,-152.7688869,414.9088073,0.375804393,0.949736616,0.001983907,0.141212972,FALSE
 heix ,FBgn0028375,FBgn0028375,0.004983393,0.280594789,-147.1936008,-155.5723583,692.4777336,0.175557191,0.949736616,0.004072531,0.232782168,FALSE
 nero ,FBgn0261479,FBgn0261479,0.004974291,0.280594789,-137.1632732,-145.5442048,324.92821,1,1,0.00066832,0.061493552,FALSE
 alpha-Est10 ,FBgn0015569,FBgn0015569,0.005042102,0.282845072,-132.1664282,-140.5312562,465.3897948,0.001225562,0.543933165,0.344738222,0.999999999,FALSE
 SPR ,FBgn0029766,FBgn0029768,0.005098706,0.284961015,-211.1734553,-219.5250025,4373.357877,0.356986074,0.949736616,0.002148622,0.147906348,FALSE
 RNaseP:RNA ,FBgn0046696,FBgn0046696,0.00520582,0.286700106,-83.32131656,-91.6481209,12.67083683,0.002687164,0.879448066,0.185850308,0.999999999,FALSE
 scra ,FBgn0261385,FBgn0261385,0.005186094,0.286700106,-180.1409872,-188.4723107,2621.040032,1,1,0.000422694,0.042458436,FALSE
 l(3)72Dn ,FBgn0263605,FBgn0263605,0.005164796,0.286700106,-143.5266512,-151.8628727,247.9507589,0.088138192,0.949736616,0.008045475,0.370140909,FALSE
 DIP-lambda ,FBgn0267428,FBgn0267428,0.005201171,0.286700106,-117.2730051,-125.600873,116.5213519,0.160464058,0.949736616,0.004644472,0.257665769,FALSE
 snRNA:7SK ,FBgn0065099,FBgn0065099,0.005237351,0.287387726,-125.7833794,-134.102995,35.11092474,0.000914809,0.476016117,0.449544289,0.999999999,FALSE
 CG42327 ,FBgn0259227,FBgn0259227,0.005427014,0.296716114,-128.20462,-136.4818647,208.8844454,0.008658883,0.949736616,0.070129445,0.999999999,FALSE
 sba ,FBgn0016754,FBgn0016754,0.006033021,0.322830799,-132.1120552,-140.2629944,283.1789191,0.487817401,0.949736616,0.001934589,0.139679192,FALSE
 RabX6 ,FBgn0035154,FBgn0035155,0.00601083,0.322830799,-133.2919944,-141.447336,246.7751245,0.320987847,0.949736616,0.00285391,0.18171097,FALSE
 AdenoK ,FBgn0036337,FBgn0036337,0.005977343,0.322830799,-139.4799306,-147.6419455,377.0948604,0.126368267,0.949736616,0.006769525,0.325015242,FALSE
 Fancd2 ,FBgn0038827,FBgn0038827,0.006019268,0.322830799,-144.0284617,-152.1821273,330.2183886,1,1,0.00028831,0.031075713,FALSE
 CG3348 ,FBgn0040609,FBgn0040609,0.005967413,0.322830799,-119.6005732,-127.7645741,101.7907301,0.030674394,0.949736616,0.024875716,0.766070529,FALSE
 snRNA:U11 ,FBgn0083987,FBgn0083987,0.006019771,0.322830799,-79.16005694,-87.31362284,8.4843213,0.006188726,0.949736616,0.105128156,0.999999999,FALSE
 Spn38F ,FBgn0028984,FBgn0028986,0.006173715,0.329192075,-170.2789544,-178.4023437,1808.68169,0.013495219,0.949736616,0.054166576,0.999999999,FALSE
 La ,FBgn0011638,FBgn0011638,0.006309607,0.334336141,-179.3132909,-187.4106456,2580.194369,0.070894278,0.949736616,0.01227016,0.499074687,FALSE
 CG44403 ,FBgn0265576,FBgn0265576,0.0063145,0.334336141,-35.49317984,-43.5896074,0.295301649,0.007086597,0.949736616,0.098160967,0.999999999,FALSE
 nbs ,FBgn0261530,FBgn0261530,0.006377805,0.336507262,-134.4221235,-142.5066178,297.7112956,0.355136715,0.949736616,0.002774119,0.180437283,FALSE
 alpha4GT1 ,FBgn0031490,FBgn0031491,0.006502154,0.340373407,-165.2248422,-173.2862288,701.8945008,0.621338166,0.949736616,0.001676187,0.125216152,FALSE
 tbrd-2 ,FBgn0034422,FBgn0034423,0.006518748,0.340373407,-142.9261184,-150.9844538,268.9679782,0.189956881,0.949736616,0.005102153,0.271096811,FALSE
 Strump ,FBgn0036571,FBgn0036571,0.006513739,0.340373407,-119.6655861,-127.7248418,116.7134852,0.159925779,0.949736616,0.005983643,0.302913104,FALSE
 Tl ,FBgn0262473,FBgn0262473,0.00663481,0.345238901,-119.442827,-127.480032,156.6529125,0.083845701,0.949736616,0.011110486,0.46442445,FALSE
 Kap-alpha1 ,FBgn0024889,FBgn0024889,0.006791612,0.350977508,-145.8172592,-153.8264811,686.1202891,1,1,0.00108221,0.088752948,FALSE
 CR18166 ,FBgn0029525,FBgn0029526,0.006787631,0.350977508,-127.4863375,-135.4962622,225.6972462,0.159151156,0.949736616,0.006292894,0.309492413,FALSE
 Fkbp39 ,FBgn0013269,FBgn0013269,0.006888376,0.353556427,-196.660969,-204.6532349,2960.269434,1,1,0.000858225,0.07573458,FALSE
 CG16812 ,FBgn0032487,FBgn0032488,0.006881807,0.353556427,-125.8497026,-133.8431122,175.9838023,0.345282686,0.949736616,0.003101993,0.194228538,FALSE
 beat-Ib ,FBgn0028645,FBgn0028645,0.007004243,0.358284822,-37.68180352,-45.65406817,1.760889928,0.002737895,0.879448066,0.24639035,0.999999999,FALSE
 srp ,FBgn0003507,FBgn0003507,0.007065985,0.360222017,-151.1627703,-159.1245081,832.2397899,0.040620588,0.949736616,0.023156317,0.738750149,FALSE
 CCT1 ,FBgn0003676,FBgn0003676,0.007430164,0.377512356,-190.2822971,-198.1837083,4332.26978,0.204068921,0.949736616,0.005523895,0.28546432,FALSE
 CG9330 ,FBgn0036888,FBgn0036888,0.007527223,0.381160391,-146.2328509,-154.1186698,940.1701265,0.244374312,0.949736616,0.004738186,0.260946095,FALSE
 dos ,FBgn0016794,FBgn0016794,0.007754534,0.391357602,-159.2409353,-167.0909896,1091.955451,0.854540579,0.963609127,0.001515,0.115461359,FALSE
 l(3)72Dp ,FBgn0263607,FBgn0263607,0.007802591,0.392470322,-92.54298976,-100.3856137,35.58262901,0.391926005,0.949736616,0.003172722,0.197022137,FALSE
 CG14440 ,FBgn0029893,FBgn0029894,0.0078317,0.392625749,-142.7901965,-150.6283413,656.1094991,0.899298846,0.985230934,0.001460141,0.113574863,FALSE
 hppy ,FBgn0263395,FBgn0263395,0.007902219,0.394849274,-139.1611218,-146.9884824,677.4321605,0.986850438,1,0.001351373,0.105659147,FALSE
 snoRNA:Or-aca5 ,FBgn0086672,FBgn0086672,0.008010679,0.398947664,-55.18901891,-62.99997435,1.630738173,0.014389675,0.949736616,0.067584213,0.999999999,FALSE
 Mink ,FBgn0039250,FBgn0039250,0.00813181,0.403648084,-155.0947905,-162.8876776,926.199656,0.01939149,0.949736616,0.052637863,0.999999999,FALSE
 SC35 ,FBgn0265298,FBgn0265298,0.008329861,0.412123299,-157.2470429,-165.0109444,778.1646073,0.010722141,0.949736616,0.091377284,0.999999999,FALSE
 fne ,FBgn0086675,FBgn0086675,0.008360128,0.412269057,-63.32471509,-71.08424601,3.8820722,0.000883254,0.476011011,0.692632443,0.999999999,FALSE
 dbe ,FBgn0020305,FBgn0020305,0.008440107,0.414288303,-146.7980362,-154.5460917,279.865368,0.251814034,0.949736616,0.005238898,0.275452872,FALSE
