"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031401","GO:0031401","positive regulation of protein modification process","3/18","156/11228",0.00184175884625471,0.0054617676130312,0.00191438388572919,"dpp/Tak1/Egfr",3
"GO:0042386","GO:0042386","hemocyte differentiation","2/18","41/11228",0.00191815661611332,0.00565288523004114,0.00198137181202065,"wg/dpp",2
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","2/18","41/11228",0.00191815661611332,0.00565288523004114,0.00198137181202065,"sgg/Axn",2
"GO:0051129","GO:0051129","negative regulation of cellular component organization","3/18","159/11228",0.00194492445484314,0.00571397060335904,0.00200278261940369,"sgg/gish/Apc",3
"GO:0042330","GO:0042330","taxis","4/18","353/11228",0.00207157658797453,0.00604849213649354,0.00212003451985698,"en/dpp/fz/dsh",4
"GO:1902531","GO:1902531","regulation of intracellular signal transduction","4/18","353/11228",0.00207157658797453,0.00604849213649354,0.00212003451985698,"dpp/Tak1/sgg/Egfr",4
"GO:0008586","GO:0008586","imaginal disc-derived wing vein morphogenesis","2/18","43/11228",0.00210830767816932,0.00606218560348991,0.0021248341661281,"dpp/Egfr",2
"GO:0010160","GO:0010160","formation of animal organ boundary","2/18","43/11228",0.00210830767816932,0.00606218560348991,0.0021248341661281,"dpp/fz",2
"GO:0010976","GO:0010976","positive regulation of neuron projection development","2/18","43/11228",0.00210830767816932,0.00606218560348991,0.0021248341661281,"fz/dsh",2
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","2/18","43/11228",0.00210830767816932,0.00606218560348991,0.0021248341661281,"gish/Cow",2
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","2/18","43/11228",0.00210830767816932,0.00606218560348991,0.0021248341661281,"sgg/Axn",2
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","2/18","44/11228",0.00220660919830588,0.00632561303514352,0.00221716713705375,"sgg/Axn",2
"GO:0001703","GO:0001703","gastrulation with mouth forming first","2/18","45/11228",0.00230705289815729,0.00657371096884578,0.00230412702257307,"arm/dpp",2
"GO:0010004","GO:0010004","gastrulation involving germ band extension","2/18","45/11228",0.00230705289815729,0.00657371096884578,0.00230412702257307,"arm/dpp",2
"GO:0001751","GO:0001751","compound eye photoreceptor cell differentiation","3/18","173/11228",0.0024741202534993,0.00702858186129231,0.00246356213008465,"fz/dsh/Egfr",3
"GO:0030307","GO:0030307","positive regulation of cell growth","2/18","47/11228",0.00251434147550885,0.00712145819111188,0.00249611586758678,"fz/dsh",2
"GO:0010564","GO:0010564","regulation of cell cycle process","3/18","177/11228",0.00264016847345304,0.00745552052503456,0.00261320681582941,"wg/sgg/Egfr",3
"GO:0032535","GO:0032535","regulation of cellular component size","3/18","178/11228",0.00268273622539365,0.0075531799679238,0.00264743706453321,"fz/dsh/gish",3
"GO:0009952","GO:0009952","anterior/posterior pattern specification","3/18","179/11228",0.00272572926086996,0.00764111297072788,0.00267825813483841,"wg/en/dpp",3
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","2/18","49/11228",0.00273012281617973,0.00764111297072788,0.00267825813483841,"sgg/Axn",2
"GO:0001754","GO:0001754","eye photoreceptor cell differentiation","3/18","180/11228",0.00276914906697596,0.00770475005105665,0.00270056333157099,"fz/dsh/Egfr",3
"GO:0045664","GO:0045664","regulation of neuron differentiation","3/18","180/11228",0.00276914906697596,0.00770475005105665,0.00270056333157099,"fz/dsh/sgg",3
"GO:0035166","GO:0035166","post-embryonic hemopoiesis","2/18","50/11228",0.00284118251842198,0.00785894345738947,0.00275460908988281,"wg/dpp",2
"GO:0035167","GO:0035167","larval lymph gland hemopoiesis","2/18","50/11228",0.00284118251842198,0.00785894345738947,0.00275460908988281,"wg/dpp",2
"GO:0048859","GO:0048859","formation of anatomical boundary","2/18","52/11228",0.00306960859030581,0.00844142362334098,0.00295877205001937,"dpp/fz",2
"GO:1903362","GO:1903362","regulation of cellular protein catabolic process","2/18","52/11228",0.00306960859030581,0.00844142362334098,0.00295877205001937,"sgg/Axn",2
"GO:0045892","GO:0045892","negative regulation of transcription, DNA-templated","4/18","398/11228",0.00320513853701721,0.00873792811532645,0.00306269873854215,"arm/ovo/en/pan",4
"GO:1902679","GO:1902679","negative regulation of RNA biosynthetic process","4/18","398/11228",0.00320513853701721,0.00873792811532645,0.00306269873854215,"arm/ovo/en/pan",4
"GO:1903507","GO:1903507","negative regulation of nucleic acid-templated transcription","4/18","398/11228",0.00320513853701721,0.00873792811532645,0.00306269873854215,"arm/ovo/en/pan",4
"GO:0046843","GO:0046843","dorsal appendage formation","2/18","54/11228",0.00330640183939932,0.00896233851023426,0.0031413559927938,"dpp/Egfr",2
"GO:0048675","GO:0048675","axon extension","2/18","54/11228",0.00330640183939932,0.00896233851023426,0.0031413559927938,"fz/dsh",2
"GO:0042981","GO:0042981","regulation of apoptotic process","3/18","193/11228",0.00337310358356831,0.00911701711444464,0.00319557181601209,"en/dpp/Egfr",3
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","2/18","56/11228",0.00355151238904942,0.00954468954557031,0.00334547369183782,"Tak1/sgg",2
"GO:1903827","GO:1903827","regulation of cellular protein localization","2/18","56/11228",0.00355151238904942,0.00954468954557031,0.00334547369183782,"sgg/Apc",2
"GO:0031329","GO:0031329","regulation of cellular catabolic process","3/18","198/11228",0.00362532709830693,0.00971546582152507,0.0034053318502063,"Tak1/sgg/Axn",3
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","2/18","57/11228",0.003677171120771,0.00979888416971652,0.00343457050568678,"sgg/Apc",2
"GO:1990138","GO:1990138","neuron projection extension","2/18","57/11228",0.003677171120771,0.00979888416971652,0.00343457050568678,"fz/dsh",2
"GO:0051253","GO:0051253","negative regulation of RNA metabolic process","4/18","417/11228",0.0037915985829854,0.0100754276952365,0.00353150074997162,"arm/ovo/en/pan",4
"GO:0051223","GO:0051223","regulation of protein transport","2/18","59/11228",0.00393466454732989,0.0104263099769582,0.00365448719566243,"sgg/Apc",2
"GO:0001763","GO:0001763","morphogenesis of a branching structure","2/18","60/11228",0.00406648689983287,0.0106267862078505,0.00372475537495595,"wg/arm",2
"GO:0046328","GO:0046328","regulation of JNK cascade","2/18","60/11228",0.00406648689983287,0.0106267862078505,0.00372475537495595,"Tak1/sgg",2
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","2/18","60/11228",0.00406648689983287,0.0106267862078505,0.00372475537495595,"wg/arm",2
"GO:0060446","GO:0060446","branching involved in open tracheal system development","2/18","60/11228",0.00406648689983287,0.0106267862078505,0.00372475537495595,"wg/arm",2
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","2/18","60/11228",0.00406648689983287,0.0106267862078505,0.00372475537495595,"wg/arm",2
"GO:0050770","GO:0050770","regulation of axonogenesis","2/18","61/11228",0.00420035147128823,0.010946370500933,0.00383677167886267,"fz/dsh",2
"GO:0007155","GO:0007155","cell adhesion","3/18","209/11228",0.00422034535955012,0.010968260192677,0.00384444415343634,"arm/fz/Egfr",3
"GO:0000122","GO:0000122","negative regulation of transcription by RNA polymerase II","3/18","210/11228",0.00427721752389059,0.0110856103495904,0.00388557612119837,"arm/ovo/en",3
"GO:0022610","GO:0022610","biological adhesion","3/18","211/11228",0.004334558365228,0.0110867419120172,0.00388597274094292,"arm/fz/Egfr",3
"GO:0008360","GO:0008360","regulation of cell shape","2/18","62/11228",0.00433625212203631,0.0110867419120172,0.00388597274094292,"ovo/dpp",2
"GO:0048542","GO:0048542","lymph gland development","2/18","62/11228",0.00433625212203631,0.0110867419120172,0.00388597274094292,"wg/dpp",2
"GO:0070201","GO:0070201","regulation of establishment of protein localization","2/18","62/11228",0.00433625212203631,0.0110867419120172,0.00388597274094292,"sgg/Apc",2
"GO:0072091","GO:0072091","regulation of stem cell proliferation","2/18","62/11228",0.00433625212203631,0.0110867419120172,0.00388597274094292,"wg/pan",2
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","2/18","64/11228",0.00461413716557477,0.0117338004264348,0.00411277081821181,"Tak1/sgg",2
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","2/18","64/11228",0.00461413716557477,0.0117338004264348,0.00411277081821181,"Tak1/sgg",2
"GO:0002376","GO:0002376","immune system process","4/18","447/11228",0.00486137163653043,0.0123293768583319,0.00432152410189667,"wg/dpp/Tak1/fz",4
"GO:0046552","GO:0046552","photoreceptor cell fate commitment","2/18","66/11228",0.00490009316408622,0.0123943532973946,0.00434429875228584,"fz/Egfr",2
"GO:0045893","GO:0045893","positive regulation of transcription, DNA-templated","4/18","451/11228",0.00501799205210383,0.0125915662633693,0.00441342313671005,"arm/ovo/en/pan",4
"GO:1902680","GO:1902680","positive regulation of RNA biosynthetic process","4/18","451/11228",0.00501799205210383,0.0125915662633693,0.00441342313671005,"arm/ovo/en/pan",4
"GO:1903508","GO:1903508","positive regulation of nucleic acid-templated transcription","4/18","451/11228",0.00501799205210383,0.0125915662633693,0.00441342313671005,"arm/ovo/en/pan",4
"GO:0007254","GO:0007254","JNK cascade","2/18","68/11228",0.0051940714512312,0.0128628052169233,0.00450849409517175,"Tak1/sgg",2
"GO:0010948","GO:0010948","negative regulation of cell cycle process","2/18","68/11228",0.0051940714512312,0.0128628052169233,0.00450849409517175,"wg/Egfr",2
"GO:0031346","GO:0031346","positive regulation of cell projection organization","2/18","68/11228",0.0051940714512312,0.0128628052169233,0.00450849409517175,"fz/dsh",2
"GO:0032886","GO:0032886","regulation of microtubule-based process","2/18","68/11228",0.0051940714512312,0.0128628052169233,0.00450849409517175,"sgg/Apc",2
"GO:0090087","GO:0090087","regulation of peptide transport","2/18","68/11228",0.0051940714512312,0.0128628052169233,0.00450849409517175,"sgg/Apc",2
"GO:0002682","GO:0002682","regulation of immune system process","3/18","227/11228",0.00531672387974983,0.0131321691651262,0.00460290785246997,"wg/Tak1/fz",3
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","2/18","69/11228",0.00534405379933794,0.0131652992035773,0.00461452013923095,"Tak1/Egfr",2
"GO:0009950","GO:0009950","dorsal/ventral axis specification","2/18","72/11228",0.00580590122213495,0.0142365951673135,0.00499001610960692,"dpp/Egfr",2
"GO:0051254","GO:0051254","positive regulation of RNA metabolic process","4/18","470/11228",0.00580901240442177,0.0142365951673135,0.00499001610960692,"arm/ovo/en/pan",4
"GO:0045862","GO:0045862","positive regulation of proteolysis","2/18","74/11228",0.00612365636727204,0.014968937786665,0.00524670680182427,"sgg/Axn",2
"GO:0031175","GO:0031175","neuron projection development","4/18","478/11228",0.00616594590730708,0.0150334660523518,0.00526932436462759,"en/fz/dsh/sgg",4
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","2/18","75/11228",0.00628547302798037,0.0152463012422293,0.00534392443674445,"fz/dsh",2
"GO:0051403","GO:0051403","stress-activated MAPK cascade","2/18","75/11228",0.00628547302798037,0.0152463012422293,0.00534392443674445,"Tak1/sgg",2
"GO:0000904","GO:0000904","cell morphogenesis involved in differentiation","4/18","489/11228",0.00668053365657275,0.016163132580864,0.00566527958492507,"en/fz/dsh/sgg",4
"GO:0048588","GO:0048588","developmental cell growth","2/18","78/11228",0.00678260781140631,0.0163265826707134,0.00572256986900492,"fz/dsh",2
"GO:0048663","GO:0048663","neuron fate commitment","2/18","78/11228",0.00678260781140631,0.0163265826707134,0.00572256986900492,"fz/Egfr",2
"GO:0030718","GO:0030718","germ-line stem cell population maintenance","2/18","79/11228",0.00695219453580886,0.0166923249514598,0.00585076483777662,"dpp/Egfr",2
"GO:0045935","GO:0045935","positive regulation of nucleobase-containing compound metabolic process","4/18","496/11228",0.00702263494088404,0.0168187662128514,0.00589508329481272,"arm/ovo/en/pan",4
"GO:0001558","GO:0001558","regulation of cell growth","2/18","82/11228",0.00747249726475876,0.0178060010389466,0.00624111530796503,"fz/dsh",2
"GO:0051052","GO:0051052","regulation of DNA metabolic process","2/18","82/11228",0.00747249726475876,0.0178060010389466,0.00624111530796503,"wg/ovo",2
"GO:0008284","GO:0008284","positive regulation of cell proliferation","2/18","83/11228",0.00764975938513409,0.0181825939154192,0.00637311347875493,"wg/Egfr",2
"GO:0007167","GO:0007167","enzyme linked receptor protein signaling pathway","3/18","260/11228",0.00774187813369358,0.0183095417861853,0.00641760950556178,"dpp/sgg/Egfr",3
"GO:0051049","GO:0051049","regulation of transport","3/18","260/11228",0.00774187813369358,0.0183095417861853,0.00641760950556178,"sgg/gish/Apc",3
"GO:0007417","GO:0007417","central nervous system development","3/18","265/11228",0.00815795570249483,0.019197577349652,0.00672887155351106,"wg/en/Apc",3
"GO:0050767","GO:0050767","regulation of neurogenesis","3/18","265/11228",0.00815795570249483,0.019197577349652,0.00672887155351106,"fz/dsh/sgg",3
"GO:0007306","GO:0007306","eggshell chorion assembly","2/18","87/11228",0.00837779085193665,0.019617302341416,0.00687598780187609,"dpp/Egfr",2
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","2/18","87/11228",0.00837779085193665,0.019617302341416,0.00687598780187609,"Tak1/sgg",2
"GO:0051301","GO:0051301","cell division","3/18","271/11228",0.00867456920205682,0.0202620801608537,0.00710198648121611,"dpp/fz/Egfr",3
"GO:0045859","GO:0045859","regulation of protein kinase activity","2/18","89/11228",0.00875311468864793,0.0203951884124654,0.00714864176023878,"Tak1/sgg",2
"GO:0007411","GO:0007411","axon guidance","3/18","276/11228",0.00911963143177333,0.0211969811657434,0.00742967516102056,"en/fz/dsh",3
"GO:0080134","GO:0080134","regulation of response to stress","3/18","278/11228",0.00930138355781317,0.0215664432492433,0.00755917394404321,"Tak1/sgg/Egfr",3
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","2/18","92/11228",0.00933010496560661,0.0215801449815742,0.00756397648736606,"fz/dsh",2
"GO:0043549","GO:0043549","regulation of kinase activity","2/18","94/11228",0.00972403416037481,0.0223818401842204,0.00784497569603807,"Tak1/sgg",2
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","2/18","94/11228",0.00972403416037481,0.0223818401842204,0.00784497569603807,"sgg/Egfr",2
"GO:0030036","GO:0030036","actin cytoskeleton organization","3/18","283/11228",0.00976513376503715,0.0224218848100125,0.00785901158913312,"fz/dsh/gish",3
"GO:0010639","GO:0010639","negative regulation of organelle organization","2/18","95/11228",0.00992376221697349,0.0227309420272565,0.00796733808677622,"gish/Apc",2
"GO:0097485","GO:0097485","neuron projection guidance","3/18","285/11228",0.00995439686870581,0.0227460372893616,0.00797262907104584,"en/fz/dsh",3
"GO:0007517","GO:0007517","muscle organ development","2/18","98/11228",0.0105339315693738,0.0239545655399703,0.00839622582073066,"wg/dpp",2
"GO:0043066","GO:0043066","negative regulation of apoptotic process","2/18","98/11228",0.0105339315693738,0.0239545655399703,0.00839622582073066,"en/Egfr",2
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","2/18","99/11228",0.0107409640795417,0.0243667914130611,0.00854071358085483,"sgg/Egfr",2
"GO:0050769","GO:0050769","positive regulation of neurogenesis","2/18","100/11228",0.0109498084815215,0.0247811455108119,0.00868594729710221,"fz/dsh",2
"GO:0030097","GO:0030097","hemopoiesis","2/18","101/11228",0.0111604591102749,0.0251376055198097,0.00881088877126967,"wg/dpp",2
"GO:0032880","GO:0032880","regulation of protein localization","2/18","101/11228",0.0111604591102749,0.0251376055198097,0.00881088877126967,"sgg/Apc",2
"GO:0030029","GO:0030029","actin filament-based process","3/18","300/11228",0.0114430457321005,0.0257128771082354,0.00901252507966412,"fz/dsh/gish",3
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","2/18","104/11228",0.0118031918830997,0.0263967364572394,0.00925222208081721,"sgg/Axn",2
"GO:0043902","GO:0043902","positive regulation of multi-organism process","2/18","104/11228",0.0118031918830997,0.0263967364572394,0.00925222208081721,"Tak1/Egfr",2
"GO:0002684","GO:0002684","positive regulation of immune system process","2/18","107/11228",0.0124619778823617,0.027804318577156,0.00974558846311801,"wg/Tak1",2
"GO:0051726","GO:0051726","regulation of cell cycle","3/18","310/11228",0.0125040050314892,0.0278324441406794,0.00975544664995441,"wg/sgg/Egfr",3
"GO:0008361","GO:0008361","regulation of cell size","2/18","108/11228",0.0126851144629321,0.0281033215033577,0.00985039086854086,"fz/dsh",2
"GO:0051338","GO:0051338","regulation of transferase activity","2/18","108/11228",0.0126851144629321,0.0281033215033577,0.00985039086854086,"Tak1/sgg",2
"GO:0071310","GO:0071310","cellular response to organic substance","3/18","317/11228",0.0132796614426818,0.0293517750578902,0.0102879816882557,"dpp/Tak1/sgg",3
"GO:0002520","GO:0002520","immune system development","2/18","112/11228",0.0135952185262775,0.0299094807578104,0.0104834610422947,"wg/dpp",2
"GO:0048534","GO:0048534","hematopoietic or lymphoid organ development","2/18","112/11228",0.0135952185262775,0.0299094807578104,0.0104834610422947,"wg/dpp",2
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","2/18","113/11228",0.0138271062646669,0.0302788021443863,0.010612910510161,"sgg/Egfr",2
"GO:0045786","GO:0045786","negative regulation of cell cycle","2/18","113/11228",0.0138271062646669,0.0302788021443863,0.010612910510161,"wg/Egfr",2
"GO:0007420","GO:0007420","brain development","2/18","115/11228",0.0142960771723208,0.0312334619053476,0.010947524758189,"en/Apc",2
"GO:0080135","GO:0080135","regulation of cellular response to stress","2/18","116/11228",0.0145331493487071,0.031678247197873,0.0111034247995215,"Tak1/sgg",2
"GO:0007409","GO:0007409","axonogenesis","3/18","336/11228",0.0155234301442932,0.0337589998080491,0.0118327416707861,"en/fz/dsh",3
"GO:0044770","GO:0044770","cell cycle phase transition","2/18","121/11228",0.0157441586298133,0.0339250256447607,0.0118909347703345,"sgg/Egfr",2
"GO:0007026","GO:0007026","negative regulation of microtubule depolymerization","1/18","10/11228",0.015922527892467,0.0339250256447607,0.0118909347703345,"Apc",1
"GO:0007440","GO:0007440","foregut morphogenesis","1/18","10/11228",0.015922527892467,0.0339250256447607,0.0118909347703345,"dpp",1
"GO:0021953","GO:0021953","central nervous system neuron differentiation","1/18","10/11228",0.015922527892467,0.0339250256447607,0.0118909347703345,"en",1
"GO:0030588","GO:0030588","pseudocleavage","1/18","10/11228",0.015922527892467,0.0339250256447607,0.0118909347703345,"sgg",1
"GO:0030589","GO:0030589","pseudocleavage involved in syncytial blastoderm formation","1/18","10/11228",0.015922527892467,0.0339250256447607,0.0118909347703345,"sgg",1
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","1/18","10/11228",0.015922527892467,0.0339250256447607,0.0118909347703345,"sgg",1
"GO:0051781","GO:0051781","positive regulation of cell division","1/18","10/11228",0.015922527892467,0.0339250256447607,0.0118909347703345,"Egfr",1
"GO:0060571","GO:0060571","morphogenesis of an epithelial fold","1/18","10/11228",0.015922527892467,0.0339250256447607,0.0118909347703345,"wg",1
"GO:0007309","GO:0007309","oocyte axis specification","2/18","122/11228",0.0159914520510828,0.0339834268524241,0.0119114047607807,"dpp/Egfr",2
"GO:1903047","GO:1903047","mitotic cell cycle process","3/18","340/11228",0.0160217847528342,0.0339834268524241,0.0119114047607807,"dsh/sgg/Egfr",3
"GO:0007304","GO:0007304","chorion-containing eggshell formation","2/18","123/11228",0.0162404300088758,0.0343701270433927,0.0120469456088446,"dpp/Egfr",2
"GO:0007308","GO:0007308","oocyte construction","2/18","125/11228",0.0167434179472518,0.0352767781249448,0.012364732512916,"dpp/Egfr",2
"GO:0030703","GO:0030703","eggshell formation","2/18","125/11228",0.0167434179472518,0.0352767781249448,0.012364732512916,"dpp/Egfr",2
"GO:0061564","GO:0061564","axon development","3/18","349/11228",0.0171763689189148,0.0359923042017615,0.0126155289012517,"en/fz/dsh",3
"GO:0001742","GO:0001742","oenocyte differentiation","1/18","11/11228",0.0175015432693555,0.0359923042017615,0.0126155289012517,"Egfr",1
"GO:0002812","GO:0002812","biosynthetic process of antibacterial peptides active against Gram-negative bacteria","1/18","11/11228",0.0175015432693555,0.0359923042017615,0.0126155289012517,"Tak1",1
"GO:0002813","GO:0002813","regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria","1/18","11/11228",0.0175015432693555,0.0359923042017615,0.0126155289012517,"Tak1",1
"GO:0030381","GO:0030381","chorion-containing eggshell pattern formation","1/18","11/11228",0.0175015432693555,0.0359923042017615,0.0126155289012517,"Egfr",1
"GO:0031111","GO:0031111","negative regulation of microtubule polymerization or depolymerization","1/18","11/11228",0.0175015432693555,0.0359923042017615,0.0126155289012517,"Apc",1
"GO:0035158","GO:0035158","regulation of tube diameter, open tracheal system","1/18","11/11228",0.0175015432693555,0.0359923042017615,0.0126155289012517,"dpp",1
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","1/18","11/11228",0.0175015432693555,0.0359923042017615,0.0126155289012517,"sgg",1
"GO:0060632","GO:0060632","regulation of microtubule-based movement","1/18","11/11228",0.0175015432693555,0.0359923042017615,0.0126155289012517,"Apc",1
"GO:0062033","GO:0062033","positive regulation of mitotic sister chromatid segregation","1/18","11/11228",0.0175015432693555,0.0359923042017615,0.0126155289012517,"sgg",1
"GO:0071901","GO:0071901","negative regulation of protein serine/threonine kinase activity","1/18","11/11228",0.0175015432693555,0.0359923042017615,0.0126155289012517,"sgg",1
"GO:0000226","GO:0000226","microtubule cytoskeleton organization","3/18","354/11228",0.0178377909873662,0.0366042305293893,0.0128300129261796,"dsh/sgg/Apc",3
"GO:0051960","GO:0051960","regulation of nervous system development","3/18","357/11228",0.0182415180090104,0.0373516797327356,0.0130919985710601,"fz/dsh/sgg",3
"GO:1901700","GO:1901700","response to oxygen-containing compound","3/18","358/11228",0.0183772410522196,0.0375483154112306,0.0131609206125934,"Tak1/sgg/Egfr",3
"GO:0051124","GO:0051124","synaptic growth at neuromuscular junction","2/18","133/11228",0.0188216767835238,0.03815633111768,0.0133740339402128,"wg/sgg",2
"GO:0007488","GO:0007488","histoblast morphogenesis","1/18","12/11228",0.01907816555884,0.03815633111768,0.0133740339402128,"wg",1
"GO:0031290","GO:0031290","retinal ganglion cell axon guidance","1/18","12/11228",0.01907816555884,0.03815633111768,0.0133740339402128,"dsh",1
"GO:0035160","GO:0035160","maintenance of epithelial integrity, open tracheal system","1/18","12/11228",0.01907816555884,0.03815633111768,0.0133740339402128,"Egfr",1
"GO:0046959","GO:0046959","habituation","1/18","12/11228",0.01907816555884,0.03815633111768,0.0133740339402128,"sgg",1
"GO:0060232","GO:0060232","delamination","1/18","12/11228",0.01907816555884,0.03815633111768,0.0133740339402128,"arm",1
"GO:0061327","GO:0061327","anterior Malpighian tubule development","1/18","12/11228",0.01907816555884,0.03815633111768,0.0133740339402128,"dpp",1
"GO:0090303","GO:0090303","positive regulation of wound healing","1/18","12/11228",0.01907816555884,0.03815633111768,0.0133740339402128,"Egfr",1
"GO:2000104","GO:2000104","negative regulation of DNA-dependent DNA replication","1/18","12/11228",0.01907816555884,0.03815633111768,0.0133740339402128,"wg",1
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","1/18","12/11228",0.01907816555884,0.03815633111768,0.0133740339402128,"Egfr",1
"GO:0051962","GO:0051962","positive regulation of nervous system development","2/18","136/11228",0.0196279948805332,0.0391731712172666,0.013730442787848,"fz/dsh",2
"GO:0030163","GO:0030163","protein catabolic process","3/18","371/11228",0.0201939810253566,0.0402179074736575,0.0140966294138223,"sgg/Axn/Apc",3
"GO:0048599","GO:0048599","oocyte development","2/18","139/11228",0.0204488027321364,0.0405335449653636,0.0142072623390336,"dpp/Egfr",2
"GO:0002237","GO:0002237","response to molecule of bacterial origin","1/18","13/11228",0.0206523981747413,0.0405335449653636,0.0142072623390336,"Tak1",1
"GO:0007482","GO:0007482","haltere development","1/18","13/11228",0.0206523981747413,0.0405335449653636,0.0142072623390336,"Egfr",1
"GO:0008343","GO:0008343","adult feeding behavior","1/18","13/11228",0.0206523981747413,0.0405335449653636,0.0142072623390336,"ovo",1
"GO:0008585","GO:0008585","female gonad development","1/18","13/11228",0.0206523981747413,0.0405335449653636,0.0142072623390336,"dsh",1
"GO:0016348","GO:0016348","imaginal disc-derived leg joint morphogenesis","1/18","13/11228",0.0206523981747413,0.0405335449653636,0.0142072623390336,"ovo",1
"GO:0046545","GO:0046545","development of primary female sexual characteristics","1/18","13/11228",0.0206523981747413,0.0405335449653636,0.0142072623390336,"dsh",1
"GO:0030162","GO:0030162","regulation of proteolysis","2/18","140/11228",0.0207256008534738,0.0405929987730564,0.0142281012724077,"sgg/Axn",2
"GO:0007464","GO:0007464","R3/R4 cell fate commitment","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"fz",1
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"arm",1
"GO:0030237","GO:0030237","female sex determination","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"ovo",1
"GO:0030720","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"Apc",1
"GO:0035216","GO:0035216","haltere disc development","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"Egfr",1
"GO:0035289","GO:0035289","posterior head segmentation","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"en",1
"GO:0045611","GO:0045611","negative regulation of hemocyte differentiation","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"wg",1
"GO:0060395","GO:0060395","SMAD protein signal transduction","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"dpp",1
"GO:0061041","GO:0061041","regulation of wound healing","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"Egfr",1
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"sgg",1
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"Egfr",1
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","1/18","14/11228",0.0222242445263104,0.0424730006502822,0.0148870537496816,"Egfr",1
"GO:0010638","GO:0010638","positive regulation of organelle organization","2/18","146/11228",0.0224195782591926,0.0427599214378956,0.0149876212895706,"sgg/gish",2
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","2/18","150/11228",0.0235801261483681,0.0443087554827911,0.0155304973596074,"dpp/Egfr",2
"GO:0007522","GO:0007522","visceral muscle development","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"wg",1
"GO:0008069","GO:0008069","dorsal/ventral axis specification, ovarian follicular epithelium","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"Egfr",1
"GO:0009996","GO:0009996","negative regulation of cell fate specification","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"wg",1
"GO:0016201","GO:0016201","synaptic target inhibition","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"dsh",1
"GO:0031114","GO:0031114","regulation of microtubule depolymerization","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"Apc",1
"GO:0035296","GO:0035296","regulation of tube diameter","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"dpp",1
"GO:0036098","GO:0036098","male germ-line stem cell population maintenance","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"dpp",1
"GO:0043242","GO:0043242","negative regulation of protein complex disassembly","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"Apc",1
"GO:0046958","GO:0046958","nonassociative learning","1/18","15/11228",0.023793708018243,0.0443087554827911,0.0155304973596074,"sgg",1
